n,acc5,macro_f1_5,qwk5,mae_bcs,within_one_acc,macro_f1_3,extreme_lean_high,variant,seed,fold_id,best_epoch,raw_test_episodes,eligible_test_episodes,coverage
36,0.3888888888888889,0.3232323232323232,0.5432098765432098,0.75,0.8611111111111112,0.7253302253302255,0,V_single,2026,1,13,50,36,0.72
