n,acc5,macro_f1_5,qwk5,mae_bcs,within_one_acc,macro_f1_3,extreme_lean_high,variant,seed,fold_id,best_epoch,raw_test_episodes,eligible_test_episodes,coverage
36,0.3611111111111111,0.3312820512820513,0.5233760860570955,0.9444444444444444,0.7777777777777778,0.6934416934416934,1,V_mean,2026,1,10,50,36,0.72
