bag_id,n_good_frames,angle_mean,angle_median,angle_std,angle_min,angle_max,angle_q25,angle_q75,angle_iqr,angle_range,angle_cv,angle_mad,bcs_raw
BCS5__Cow_37,26,170.85126847487228,172.1434555053711,3.9160577473445417,154.9563751220703,173.99813842773438,170.78845596313477,172.5429573059082,1.7545013427734375,19.041763305664062,0.022920858488800103,0.68511962890625,5
BCS5__Cow_37_and_38,3,171.11638387044272,170.45346069335938,1.2014488573798,170.39244079589844,172.5032501220703,170.4229507446289,171.47835540771484,1.0554046630859375,2.110809326171875,0.007021238003074284,0.0610198974609375,5
BCS5__Cow_43,37,169.2648162841797,168.7222900390625,1.7584676662142384,166.34359741210938,173.13206481933594,167.68833923339844,170.75863647460938,3.0702972412109375,6.7884674072265625,0.010388855196356558,1.50384521484375,5
BCS5__Cow_44_3008,3,159.4804433186849,164.1024932861328,15.609333683644339,142.08204650878906,172.2567901611328,153.09226989746094,168.1796417236328,15.087371826171875,30.17474365234375,0.09787616185924868,8.154296875,5
BCS5__Cow_45,24,170.00585556030273,169.84765625,1.3119035285576288,165.29852294921875,172.3518524169922,169.6830062866211,170.75479125976562,1.0717849731445312,7.0533294677734375,0.007716813778171799,0.5559158325195312,5
BCS5__Cow_48_1018,3,167.60559590657553,166.46986389160156,3.2653339739252902,165.05978393554688,171.28713989257812,165.76482391357422,168.87850189208984,3.113677978515625,6.22735595703125,0.01948224912338493,1.4100799560546875,5
BCS5__Cow_50,39,173.11370536608572,173.31158447265625,0.7023279722211861,171.26907348632812,174.16302490234375,172.65438842773438,173.62194061279297,0.9675521850585938,2.893951416015625,0.00405703275044552,0.3946533203125,5
BCS5__Cow_50_49,3,168.64734903971353,168.98342895507812,1.6485165277441005,166.856689453125,170.1019287109375,167.92005920410156,169.5426788330078,1.62261962890625,3.2452392578125,0.009774932942206542,1.118499755859375,5
BCS5__Cow_53_30,4,169.69477081298828,170.13201141357422,3.314946507879237,165.97116088867188,172.5438995361328,167.36505126953125,172.46173095703125,5.0966796875,6.5727386474609375,0.019534759332875764,2.3571090698242188,5
BCS5__Cow_54,6,170.45240275065103,170.33349609375,0.924474205358604,169.31219482421875,171.77481079101562,169.86083602905273,171.02622604370117,1.1653900146484375,2.462615966796875,0.0054236501829251745,0.6257171630859375,5
BCS5__Cow_6_5051,3,170.52852376302084,171.63864135742188,3.1663418748723426,166.95660400390625,172.99032592773438,169.29762268066406,172.31448364257812,3.0168609619140625,6.033721923828125,0.01856781378857491,1.3516845703125,5
BCS5__Cow_7_6022,3,168.27837117513022,168.2646942138672,1.1929833007998591,167.09228515625,169.47813415527344,167.6784896850586,168.8714141845703,1.1929244995117188,2.3858489990234375,0.007089344236392095,1.1724090576171875,5
BCS5__Cow_8_NOTAG,4,170.34437942504883,170.58214569091797,2.3709111605349995,167.27029418945312,172.94293212890625,169.36155319213867,171.56497192382812,2.203418731689453,5.672637939453125,0.013918341001548545,1.4421463012695312,5
BCS6__Cow_11_07,27,172.7890738028067,172.82017517089844,0.8527330245225588,170.01153564453125,174.99644470214844,172.4841537475586,173.1766357421875,0.6924819946289062,4.9849090576171875,0.0049351096441186395,0.357879638671875,6
BCS6__Cow_12_2014,39,172.86019545335037,173.42953491210938,1.6745359503969435,168.5641326904297,175.27655029296875,171.8958511352539,174.10747528076172,2.2116241455078125,6.7124176025390625,0.00968722698713394,0.8712005615234375,6
BCS6__Cow_13_66,20,170.58494720458984,170.4461669921875,1.8824638808285878,167.83724975585938,173.14076232910156,169.15812301635742,172.4545135498047,3.2963905334472656,5.3035125732421875,0.011035345800886337,1.5089263916015625,6
BCS6__Cow_16_06,62,172.5554708665417,172.9491424560547,1.5717421010141674,168.40289306640625,175.2849884033203,171.9405517578125,173.71539688110352,1.7748451232910156,6.8820953369140625,0.009108619350758159,0.8949050903320312,6
BCS6__Cow_18,33,171.1127744732481,171.2468719482422,2.5719109807769835,164.81631469726562,175.80538940429688,169.9660186767578,173.09518432617188,3.1291656494140625,10.98907470703125,0.015030502478230099,1.8483123779296875,6
BCS6__Cow_18_32,46,173.04204592497453,173.2105941772461,1.3301830104780363,169.32107543945312,175.2635955810547,172.28345489501953,173.92827606201172,1.6448211669921875,5.9425201416015625,0.007687050874645582,0.7607421875,6
BCS6__Cow_19_29,52,172.28398836576022,172.424072265625,1.926841054927846,168.46774291992188,176.1863250732422,170.9601287841797,174.26370239257812,3.3035736083984375,7.7185821533203125,0.011184098262440661,1.5375137329101562,6
BCS6__Cow_24_08,22,173.635873967951,173.51089477539062,0.968290718100742,172.11129760742188,175.2386474609375,173.2107925415039,174.18392944335938,0.9731369018554688,3.127349853515625,0.005576559129016537,0.515838623046875,6
BCS6__Cow_26_6,9,172.20495775010852,172.91282653808594,1.82400252423118,169.0653839111328,173.69842529296875,172.591064453125,173.11102294921875,0.51995849609375,4.6330413818359375,0.010592044201642798,0.3217620849609375,6
BCS6__Cow_28_3083,18,172.63518948025174,172.99237060546875,1.4508205874541094,169.86325073242188,174.69371032714844,172.37643432617188,173.31600952148438,0.9395751953125,4.8304595947265625,0.008403967880604511,0.615936279296875,6
BCS6__Cow_29_NOTAG,34,170.05426115148208,170.1867218017578,1.7317180153553289,166.18321228027344,173.46414184570312,169.24205017089844,170.8769989013672,1.63494873046875,7.2809295654296875,0.010183326213817939,0.944671630859375,6
BCS6__Cow_2_6006,31,172.17654566611014,172.18832397460938,1.1238886665351877,170.20933532714844,174.46969604492188,171.3061065673828,172.69468688964844,1.388580322265625,4.2603607177734375,0.006527536385325478,0.5229644775390625,6
BCS6__Cow_32_34,7,173.8997519356864,174.16537475585938,0.7657462119305659,172.8438262939453,174.655517578125,173.4063262939453,174.4104461669922,1.004119873046875,1.8116912841796875,0.0044033772527390545,0.490142822265625,6
BCS6__Cow_35,24,173.07025591532388,173.11720275878906,0.6661611121788765,171.21624755859375,174.11004638671875,172.70535278320312,173.61471557617188,0.90936279296875,2.893798828125,0.003849079142199926,0.47603607177734375,6
BCS6__Cow_36,37,172.36244985219594,172.55953979492188,1.1147197669469069,169.46971130371094,174.39859008789062,171.66517639160156,173.15386962890625,1.4886932373046875,4.9288787841796875,0.006467300551267403,0.683258056640625,6
