bcs_raw,count,mean,std,min,25%,50%,75%,max
2,151.0,170.7771375037187,3.1501553703374623,160.5571746826172,170.45132446289062,171.75390625,172.8509979248047,174.43873596191406
3,110.0,166.25427648370916,5.1371194200054635,153.0401611328125,163.06222915649414,167.24868774414062,170.50485229492188,175.4572296142578
4,427.0,168.79618628186978,4.260228071828626,139.07327270507812,167.15711975097656,169.79261779785156,171.51058959960938,175.49855041503906
5,429.0,170.0626953409546,3.256683009121271,142.08204650878906,168.94972229003906,170.6847686767578,172.15782165527344,174.8781280517578
6,748.0,171.84188234869808,2.1978278340639466,160.8114776611328,170.81169891357422,172.3557891845703,173.34446716308594,176.1863250732422
