epoch,loss,score,n,acc5,macro_f1_5,qwk5,mae_bcs,within_one_acc,macro_f1_3,extreme_lean_high
1,2.2202827405121366,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
2,2.159475564956665,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
3,2.086699469614837,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
4,2.023382267709506,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
5,1.8635281829510706,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
6,1.7145893371711343,-0.1811111111111111,19,0.0,0.0,0.0,2.3684210526315788,0.2631578947368421,0.1388888888888889,4
7,1.4051833718509998,0.6559048046699596,19,0.21052631578947367,0.2,0.44544229905702737,1.5263157894736843,0.47368421052631576,0.5,0
8,1.7726152953455003,0.6559048046699596,19,0.21052631578947367,0.2,0.44544229905702737,1.5263157894736843,0.47368421052631576,0.5,0
9,1.398373563410872,0.6682014388489208,19,0.21052631578947367,0.2,0.4805755395683453,1.4210526315789473,0.5263157894736842,0.5,0
10,1.1816553321935364,0.5795964784612531,19,0.42105263157894735,0.29047619047619044,0.3338898163606009,1.0526315789473684,0.631578947368421,0.5427350427350427,2
11,1.2416903932215804,0.7367607267104754,19,0.3684210526315789,0.28525252525252526,0.5226130653266332,0.9473684210526315,0.6842105263157895,0.5538461538461539,0
12,1.0592555211762251,0.7334377242774188,19,0.42105263157894735,0.3028571428571428,0.5326547921967768,0.8947368421052632,0.6842105263157895,0.547008547008547,0
13,0.9863914716041694,0.80204202067433,19,0.47368421052631576,0.3500854700854701,0.5292368681863231,0.7894736842105263,0.7368421052631579,0.6168091168091169,0
14,0.8522592399079921,0.7941406249999999,19,0.5263157894736842,0.38,0.5546875,0.7368421052631579,0.7368421052631579,0.6,0
