n,acc5,macro_f1_5,qwk5,mae_bcs,within_one_acc,macro_f1_3,extreme_lean_high,variant,seed,fold_id,best_epoch,raw_test_episodes,eligible_test_episodes,coverage
36,0.3888888888888889,0.3168831168831169,0.5900870730073677,0.7222222222222222,0.8888888888888888,0.7642074237818918,0,V_single,2028,1,21,50,36,0.72
