epoch,loss,score,n,acc5,macro_f1_5,qwk5,mae_bcs,within_one_acc,macro_f1_3,extreme_lean_high
1,2.193225374928227,-0.19833333333333333,15,0.06666666666666667,0.025,0.0,1.9333333333333333,0.2,0.041666666666666664,3
2,2.148607704374525,-0.19833333333333333,15,0.06666666666666667,0.025,0.0,1.9333333333333333,0.2,0.041666666666666664,3
3,2.100661842911332,-0.19833333333333333,15,0.06666666666666667,0.025,0.0,1.9333333333333333,0.2,0.041666666666666664,3
4,2.0428739477086952,-0.19833333333333333,15,0.06666666666666667,0.025,0.0,1.9333333333333333,0.2,0.041666666666666664,3
5,1.9347183130405567,-0.2183154921201309,15,0.06666666666666667,0.02857142857142857,-0.05709188224799311,2.066666666666667,0.2,0.041666666666666664,3
6,1.7801191850944802,-0.22647403685092132,15,0.06666666666666667,0.03076923076923077,-0.08040201005025138,2.1333333333333333,0.2,0.041666666666666664,3
7,1.6684763034184773,0.06146231258985416,15,0.13333333333333333,0.13076923076923078,0.02957486136783727,1.8666666666666667,0.26666666666666666,0.2111111111111111,2
8,1.499480649277016,0.5020979020979021,15,0.26666666666666666,0.23076923076923075,0.3356643356643356,1.3333333333333333,0.4,0.3846153846153846,0
9,1.6179044246673584,0.4669108669108669,15,0.26666666666666666,0.20476190476190476,0.35897435897435903,1.2666666666666666,0.4666666666666667,0.3412698412698412,0
10,1.4540678615923281,0.5718758658908285,15,0.3333333333333333,0.2733333333333333,0.36408977556109723,1.2,0.4666666666666667,0.4444444444444444,0
11,1.2892498837576971,0.2558275058275058,15,0.2,0.10909090909090909,0.06493506493506485,1.4666666666666666,0.5333333333333333,0.2331002331002331,0
12,1.2951783626167863,0.23508843192011503,15,0.2,0.2333333333333333,0.1188118811881188,2.066666666666667,0.3333333333333333,0.2735042735042735,1
13,0.9942017881958573,0.3463344621835187,15,0.26666666666666666,0.24000000000000005,0.15094339622641495,1.6,0.4,0.3735042735042735,1
14,0.9157722062534757,0.5639365079365078,15,0.4666666666666667,0.27142857142857146,0.15999999999999992,0.9333333333333333,0.6666666666666666,0.5079365079365079,0
15,1.041414084257903,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
16,0.9596632365827207,0.6126371006199332,15,0.4666666666666667,0.3,0.16309012875536477,0.9333333333333333,0.6,0.5555555555555555,0
17,0.892430512993424,0.6354691075514874,15,0.5333333333333333,0.31764705882352945,0.16149068322981375,0.8666666666666667,0.6666666666666666,0.5789473684210527,0
18,0.7751761056758739,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
19,0.8110405228756092,0.5605858537747083,15,0.4,0.27999999999999997,0.08906882591093124,1.2666666666666666,0.5333333333333333,0.5294117647058824,0
20,0.8295398310378745,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
21,0.7381318542692397,0.6126371006199332,15,0.4666666666666667,0.3,0.16309012875536477,0.9333333333333333,0.6,0.5555555555555555,0
22,0.5613412956396738,0.6126371006199332,15,0.4666666666666667,0.3,0.16309012875536477,0.9333333333333333,0.6,0.5555555555555555,0
23,0.64556943487238,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
24,0.49366746015018886,0.351658692185008,15,0.3333333333333333,0.24571428571428572,-0.004784688995215225,1.4666666666666666,0.4666666666666667,0.43333333333333335,1
25,0.5810667762049923,0.5787509717543405,15,0.4666666666666667,0.419047619047619,0.1409691629955948,1.1333333333333333,0.5333333333333333,0.5294117647058824,0
26,0.49504201224556676,0.42800982800982806,15,0.4,0.20526315789473681,0.05405405405405417,0.8666666666666667,0.7333333333333333,0.4090909090909091,0
27,0.5838449751889264,0.6782016348773842,15,0.5333333333333333,0.31764705882352945,0.22343324250681207,0.7333333333333333,0.7333333333333333,0.6,0
28,0.4112655961955035,0.7224033237456057,15,0.6666666666666666,0.3473684210526316,0.2953020134228188,0.5333333333333333,0.8,0.6190476190476191,0
29,0.6892817285325792,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
30,0.6552084022098117,0.32792079207920793,15,0.26666666666666666,0.21714285714285717,-0.0726072607260726,1.6666666666666667,0.4,0.43333333333333335,1
31,0.49772259482630976,0.5787509717543405,15,0.4666666666666667,0.419047619047619,0.1409691629955948,1.1333333333333333,0.5333333333333333,0.5294117647058824,0
32,0.5403480441481979,0.6093173110414488,15,0.4666666666666667,0.38571428571428573,0.1536050156739811,1.0666666666666667,0.6,0.5555555555555555,0
33,0.446116100858759,0.6325764006791171,15,0.4666666666666667,0.3,0.15322580645161277,0.9333333333333333,0.6666666666666666,0.5789473684210527,0
34,0.5090440506184543,0.6244658218481176,15,0.4666666666666667,0.3,0.1300527240773286,1.0,0.6666666666666666,0.5789473684210527,0
35,0.5764524936676025,0.5967320261437907,15,0.4666666666666667,0.3,0.11764705882352933,1.0666666666666667,0.6,0.5555555555555555,0
36,0.4235999782880147,0.6325764006791171,15,0.4666666666666667,0.3,0.15322580645161277,0.9333333333333333,0.6666666666666666,0.5789473684210527,0
37,0.43290943679986177,0.6093173110414488,15,0.4666666666666667,0.38571428571428573,0.1536050156739811,1.0666666666666667,0.6,0.5555555555555555,0
38,0.4931748906771342,0.6602649006622516,15,0.4666666666666667,0.3,0.17218543046357626,0.8666666666666667,0.7333333333333333,0.6,0
39,0.5083732781586824,0.7921739130434783,15,0.6,0.3333333333333333,0.4,0.4666666666666667,0.9333333333333333,0.6521739130434783,0
40,0.43040211774684767,0.6913398104833873,15,0.5333333333333333,0.31764705882352945,0.20654911838790935,0.7333333333333333,0.8,0.6190476190476191,0
41,0.2901975705667778,0.6913398104833873,15,0.5333333333333333,0.31764705882352945,0.20654911838790935,0.7333333333333333,0.8,0.6190476190476191,0
42,0.40090191585046275,0.6990203611217826,15,0.5333333333333333,0.41428571428571426,0.34306569343065685,0.8,0.7333333333333333,0.5789473684210527,0
43,0.454763048224979,0.6990203611217826,15,0.5333333333333333,0.41428571428571426,0.34306569343065685,0.8,0.7333333333333333,0.5789473684210527,0
44,0.34674755952976366,0.6525435073627843,15,0.5333333333333333,0.4333333333333333,0.27710843373493976,0.9333333333333333,0.6666666666666666,0.5555555555555555,0
45,0.35156319317994295,0.6805309734513274,15,0.5333333333333333,0.4065934065934066,0.23008849557522137,0.8666666666666667,0.7333333333333333,0.6,0
46,0.5147083898385366,0.6939024390243902,15,0.5333333333333333,0.4065934065934066,0.2682926829268292,0.8,0.7333333333333333,0.6,0
47,0.2573539714018504,0.6949901491697158,15,0.4666666666666667,0.37272727272727274,0.33155080213903754,0.8666666666666667,0.7333333333333333,0.5789473684210527,0
48,0.4388495573291072,0.7270270270270269,15,0.4666666666666667,0.3616161616161616,0.3629343629343629,0.8,0.8,0.6,0
49,0.493177802198463,0.7590476190476191,15,0.4666666666666667,0.3527272727272727,0.4,0.7333333333333333,0.8666666666666667,0.6190476190476191,0
50,0.3650016188621521,0.7984161423302234,15,0.5333333333333333,0.38,0.46300715990453456,0.6,0.9333333333333333,0.6363636363636364,0
51,0.2818831072913276,0.7138408304498269,15,0.5333333333333333,0.4,0.32525951557093424,0.8,0.8,0.6,0
52,0.2393529795938068,0.6525435073627843,15,0.5333333333333333,0.4333333333333333,0.27710843373493976,0.9333333333333333,0.6666666666666666,0.5555555555555555,0
53,0.4312794788016213,0.6525435073627843,15,0.5333333333333333,0.4333333333333333,0.27710843373493976,0.9333333333333333,0.6666666666666666,0.5555555555555555,0
54,0.6299914254082574,0.6525435073627843,15,0.5333333333333333,0.4333333333333333,0.27710843373493976,0.9333333333333333,0.6666666666666666,0.5555555555555555,0
55,0.5059203439288669,0.7032464338416134,15,0.6,0.4564102564102564,0.3551401869158879,0.7333333333333333,0.7333333333333333,0.5789473684210527,0
56,0.48667639273184315,0.6496471360577711,15,0.4666666666666667,0.387012987012987,0.26883308714918763,1.0,0.6666666666666666,0.5555555555555555,0
57,0.4285196904782896,0.6496471360577711,15,0.4666666666666667,0.387012987012987,0.26883308714918763,1.0,0.6666666666666666,0.5555555555555555,0
58,0.36944311636465565,0.6979123173277662,15,0.6,0.44761904761904764,0.2797494780793318,0.7333333333333333,0.7333333333333333,0.6,0
59,0.30818961146805024,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
60,0.38368018247463087,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
61,0.2385995454258389,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
62,0.5349823655905547,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
63,0.34435104992654586,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
64,0.28310956336833815,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
65,0.3635465795243228,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
66,0.3368404021969548,0.6602649006622516,15,0.4666666666666667,0.3,0.17218543046357626,0.8666666666666667,0.7333333333333333,0.6,0
67,0.3827126246911508,0.6796137339055794,15,0.5333333333333333,0.38666666666666666,0.22746781115879833,0.8,0.7333333333333333,0.6,0
68,0.46465827910988416,0.6796137339055794,15,0.5333333333333333,0.38666666666666666,0.22746781115879833,0.8,0.7333333333333333,0.6,0
69,0.5806573447253969,0.6796137339055794,15,0.5333333333333333,0.38666666666666666,0.22746781115879833,0.8,0.7333333333333333,0.6,0
70,0.37314691091025315,0.6873403019744484,15,0.4666666666666667,0.3,0.19512195121951226,0.8,0.8,0.6190476190476191,0
